f1,0.5
c2,0.5
b1,0.0833
a1,0.0833
g1,0.0833
f2,0.5
c2,0.25
b1,0.0833
a1,0.0833
g1,0.0833
f2,0.5
c2,0.25
b1,0.0833
a1,0.0833
b1,0.0833
g1,0.5
c2,0.0833,short
c2,0.2083,short
f1,0.5
c2,0.5
b1,0.0833
a1,0.0833
g1,0.0833
f2,0.5
c2,0.25
b1,0.0833
a1,0.0833
g1,0.0833
f2,0.5
c2,0.25
b1,0.0833
a1,0.0833
b1,0.0833
g1,0.5
