g1,0.125
a1,0.125
b1,0.125
a1,0.125
g1,0.125,short
g1,0.125
d2,0.375,short
d2,0.125
c2,0.5
rest,0.25
g1,0.125
a1,0.125
b1,0.125
a1,0.125
g1,0.25
d1,0.125,short
d1,0.125
a1,0.25
g1,0.5
rest,0.25
g1,0.125
a1,0.125
b1,0.125
a1,0.125
g1,0.125,short
g1,0.125
d2,0.375,short
d2,0.125
c2,0.5
rest,0.25
g1,0.125
a1,0.125
b1,0.125
a1,0.125
g1,0.25
d1,0.125,short
d1,0.125
a1,0.25
g1,0.5
